icd10parent,icd10parentdesc,icd10children1,icd10children1desc,icd10children2,icd10children2desc
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z48,Encounter for other postprocedural aftercare
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z49,Encounter for care involving renal dialysis
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z51,Encounter for other aftercare and medical care
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z52,Donors of organs and tissues
Z00-Z99,Factors influencing health status and contact with health services,Z40-Z53,Encounters for other specific health care,Z53,"Persons encountering health services for specific procedures and treatment, not carried out"
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z55,Problems related to education and literacy
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z56,Problems related to employment and unemployment
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z57,Occupational exposure to risk factors
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z59,Problems related to housing and economic circumstances
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z60,Problems related to social environment
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z62,Problems related to upbringing
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z63,"Other problems related to primary support group, including family circumstances"
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z64,Problems related to certain psychosocial circumstances
Z00-Z99,Factors influencing health status and contact with health services,Z55-Z65,Persons with potential health hazards related to socioeconomic and psychosocial circumstances,Z65,Problems related to other psychosocial circumstances
Z00-Z99,Factors influencing health status and contact with health services,Z66-Z66,Do not resuscitate status,Z66,Do not resuscitate
Z00-Z99,Factors influencing health status and contact with health services,Z67-Z67,Blood type,Z67,Blood type
Z00-Z99,Factors influencing health status and contact with health services,Z68-Z68,Body mass index (BMI),Z68,Body mass index [BMI]
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z69,Encounter for mental health services for victim and perpetrator of abuse
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z70,"Counseling related to sexual attitude, behavior and orientation"
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z71,"Persons encountering health services for other counseling and medical advice, not elsewhere classified"
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z72,Problems related to lifestyle
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z73,Problems related to life management difficulty
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z74,Problems related to care provider dependency
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z75,Problems related to medical facilities and other health care
Z00-Z99,Factors influencing health status and contact with health services,Z69-Z76,Persons encountering health services in other circumstances,Z76,Persons encountering health services in other circumstances
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z77,Other contact with and (suspected) exposures hazardous to health
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z78,Other specified health status
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z79,Long term (current) drug therapy
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z80,Family history of primary malignant neoplasm
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z81,Family history of mental and behavioral disorders
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z82,Family history of certain disabilities and chronic diseases (leading to disablement)
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z83,Family history of other specific disorders
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z84,Family history of other conditions
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z85,Personal history of malignant neoplasm
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z86,Personal history of certain other diseases
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z87,Personal history of other diseases and conditions
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z88,"Allergy status to drugs, medicaments and biological substances"
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z89,Acquired absence of limb
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z90,"Acquired absence of organs, not elsewhere classified"
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z91,"Personal risk factors, not elsewhere classified"
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z92,Personal history of medical treatment
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z93,Artificial opening status
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z94,Transplanted organ and tissue status
Z00-Z99,Factors influencing health status and contact with health services,Z77-Z99,Persons with potential health hazards related to family and personal history and certain conditions influencing health status,Z95,Presence of cardiac and vascular implants and grafts
